file,sentence,score
common_voice_en_18909346.mp3,"It is located to the north of Newbury, near the village of Donnington.",0.6
common_voice_en_18935246.mp3,It is bordered to the south and west by the town of Stockbridge.,0.6
common_voice_en_21139191.mp3,A number of state highways serve the city.,0.6
common_voice_en_27292628.mp3,The School of Music performs in Lee Chapel in the south of the building.,0.5714285714285714
common_voice_en_19744856.mp3,The Town of Plum Lake is located in central Vilas County.,0.5714285714285714
common_voice_en_25640552.mp3,The school is based on a long tradition of Lutheran education in the town.,0.5714285714285714
common_voice_en_18906288.mp3,"Two years later, Frank Packer died, and his son Kerry took over the company.",0.5714285714285714
common_voice_en_19547788.mp3,"He left public service for a time, and worked to improve his plantation.",0.5714285714285714
common_voice_en_19550967.mp3,"In his senior year of high school, he and his family moved to Germany.",0.5714285714285714
common_voice_en_21230340.mp3,The film is about a group of characters living in a small Wyoming town.,0.5714285714285714
common_voice_en_20167040.mp3,Other State secondary schools serving the area include Saint Peter's College.,0.5555555555555556
common_voice_en_20661764.mp3,All three have served as Mayor.,0.5
common_voice_en_19511414.mp3,A nominal group only has members and non-members.,0.5
common_voice_en_20305487.mp3,Almost all of these are described in the early texts.,0.5
common_voice_en_26792071.mp3,Its seat is located in the city of Fagersta.,0.5
common_voice_en_29741940.mp3,A top ten result was achieved for the second time in three years.,0.5
common_voice_en_29742012.mp3,The unincorporated community of Range is located partially in the town.,0.5
common_voice_en_18497005.mp3,"I have, indeed, Tuppy, old man.",0.5
common_voice_en_19730727.mp3,The church was dedicated to Saint Margaret.,0.5
common_voice_en_20562290.mp3,People are getting hurt.,0.5
common_voice_en_141413.mp3,A man and woman walking down the street.,0.5
common_voice_en_23893311.mp3,"Future shows include New York City, Atlanta and New Zealand.",0.5
common_voice_en_22708463.mp3,He played college basketball for Duquesne.,0.5
common_voice_en_18977854.mp3,Drumore Township is served by the Solanco School District.,0.5
common_voice_en_20029450.mp3,The road then crosses the River Ouse.,0.5
common_voice_en_22443931.mp3,The Dejanira family of asteroids is named after it.,0.5
common_voice_en_20049373.mp3,It is bordered to the north by the town of Hollywood.,0.5
common_voice_en_24949179.mp3,The Argentina national football team home matches have also been played here.,0.5
common_voice_en_26986047.mp3,"The act of using it is called ""dipping"".",0.5
common_voice_en_27637363.mp3,Sehoy's immediate family included several important chiefs.,0.5
common_voice_en_27637476.mp3,"He was born in Ferrara, and spent most of his life there.",0.5
common_voice_en_89090.mp3,A view of a crowded city street.,0.5
common_voice_en_20996270.mp3,The town is located in the Shire of Yilgarn.,0.5
common_voice_en_21183376.mp3,Shall we go by road or by rail?,0.5
common_voice_en_30645472.mp3,He went to Illinois University and taught school.,0.5
common_voice_en_19743937.mp3,In the area there are five junctions.,0.5
common_voice_en_19744205.mp3,An early version of the calendar began to be implemented during his time.,0.5
common_voice_en_19744373.mp3,"Then he went out, and trotted down the village.",0.5
common_voice_en_19793978.mp3,"By that time, he had married Jane Cheney.",0.5
common_voice_en_19692987.mp3,"Located mostly in Jefferson County, it lies immediately west of Littleton.",0.5
common_voice_en_18714569.mp3,"Late in life, he became a member of the National Academy of Design.",0.5
common_voice_en_18714967.mp3,The others are Middle Park and South Park respectively.,0.5
common_voice_en_27269986.mp3,Guilford Street in London is named after him.,0.5
common_voice_en_27270007.mp3,There are at least sixty members in the cluster.,0.5
common_voice_en_27270108.mp3,O'Connell played his club football with the local Young Islanders club.,0.5
common_voice_en_27284716.mp3,"The top twelve American scorers from all grades form the ""black"" group.",0.5
common_voice_en_27284776.mp3,The town is said to be named after one of Thurstin's sons.,0.5
common_voice_en_27284822.mp3,The Pictured Rocks National Lakeshore is located within the county.,0.5
common_voice_en_27344687.mp3,He played college football for the University of Texas Longhorns.,0.5
common_voice_en_27344739.mp3,It was named after the nearby Strangways River.,0.5
common_voice_en_25353915.mp3,"One day, Frank arrives on the island.",0.5
common_voice_en_25359213.mp3,This became the spark for the war to come.,0.5
common_voice_en_25359388.mp3,He was also a stand-off in the school rugby team.,0.5
common_voice_en_25380120.mp3,"Nevertheless, within a few months he made the team.",0.5
common_voice_en_25380121.mp3,He earned his Ph.D. in English literature from New York University.,0.5
common_voice_en_25380176.mp3,"He was named to the team as a reserve, but refused to go.",0.5
common_voice_en_25380177.mp3,For the following two years he served as Governor-general of Warsaw.,0.5
common_voice_en_18460425.mp3,"You married, by any chance?",0.5
common_voice_en_19905172.mp3,They took what they could and left the rest.,0.5
common_voice_en_19905200.mp3,The school colors are orange and black.,0.5
common_voice_en_19905202.mp3,Its county seat is Ashland City.,0.5
common_voice_en_19852745.mp3,Until that time bandoneonists played sitting down.,0.5
common_voice_en_19852945.mp3,She died when Daphne was ten.,0.5
common_voice_en_19853459.mp3,These too have been removed from service.,0.5
common_voice_en_19853465.mp3,"Me, I don't want to write for people anymore.",0.5
common_voice_en_19867290.mp3,Pileggi lives in New York City.,0.5
common_voice_en_19867716.mp3,"His sister, Vera, was born four years later.",0.5
common_voice_en_19867820.mp3,"Since then, the village became known as Bishopthorpe.",0.5
common_voice_en_19867852.mp3,The town did not comply.,0.5
common_voice_en_19867857.mp3,The Village of Ravenna is located within the township.,0.5
common_voice_en_19867870.mp3,The West Saint Paul Fire Dept.,0.5
common_voice_en_19867905.mp3,Early roundhouses were too small for later locomotives.,0.5
common_voice_en_19868015.mp3,The unincorporated community of Badger is in the town.,0.5
common_voice_en_19868024.mp3,"Proskauer's New York City office, located in Times Square, is its headquarters.",0.5
common_voice_en_20166900.mp3,The Council normally meets six times each year.,0.5
common_voice_en_20168244.mp3,He played club hockey for Southgate.,0.5
common_voice_en_20168248.mp3,He also played his own instruments.,0.5
common_voice_en_21493939.mp3,It is played via email.,0.5
common_voice_en_21494088.mp3,The village of Woronoco is in the eastern part of town.,0.5
common_voice_en_21507168.mp3,The airport is owned by the city and county.,0.5
common_voice_en_22758616.mp3,"There's a huge amount of work available, apparently.",0.5
common_voice_en_22758704.mp3,Many of these early students were members of the bar.,0.5
common_voice_en_25640380.mp3,A book is a sneeze.,0.5
common_voice_en_25640634.mp3,The town is on the south border of the county and southwest of Jamestown.,0.5
common_voice_en_27870677.mp3,She did not graduate from either school.,0.5
common_voice_en_28852522.mp3,"Prior to that, she had started the band Krezip in high school.",0.5
common_voice_en_18890732.mp3,This was the birth of the United States of America.,0.5
common_voice_en_18890739.mp3,He is survived by four children.,0.5
common_voice_en_18890746.mp3,It served on the Western Front for the duration of the First World War.,0.5
common_voice_en_18890748.mp3,He served during campaigns in New England and the South.,0.5
common_voice_en_18893474.mp3,The town is named after early landowner William Thurston.,0.5
common_voice_en_18893536.mp3,A day of public mourning was declared.,0.5
common_voice_en_18893903.mp3,"Their father, Bob, also played football.",0.5
common_voice_en_18906394.mp3,A variety of retail shops are located on Main Street.,0.5
common_voice_en_18909333.mp3,Later arrivals included the Lapita people.,0.5
common_voice_en_18935405.mp3,The rainfall in the district increases generally from west to east.,0.5
common_voice_en_18967253.mp3,The original passenger station building was still standing until demolition.,0.5
common_voice_en_19005149.mp3,"It is named for C. M. Bain, an early resident.",0.5
common_voice_en_19005151.mp3,She is now based in Los Angeles.,0.5
common_voice_en_19547298.mp3,Brown was a guard who played at New Mexico State University.,0.5
common_voice_en_19547377.mp3,Senator for New York.,0.5
common_voice_en_19547477.mp3,The film received good reviews.,0.5
common_voice_en_19547564.mp3,Some critics called it one of the best albums of the year.,0.5
common_voice_en_19547570.mp3,Only public transportation.,0.5
common_voice_en_19550751.mp3,It is located west of Merricks Beach and French Island.,0.5
common_voice_en_19550972.mp3,His early years were spent at church and without racial inhibition.,0.5
common_voice_en_19552837.mp3,The original deal was for two years with an option for a third.,0.5
common_voice_en_19552838.mp3,The station was close to the town centre.,0.5
common_voice_en_19552839.mp3,As a member of Neu!,0.5
common_voice_en_19553054.mp3,"He is married to Nechama Rivlin, and has four children.",0.5
common_voice_en_19568049.mp3,This causes much stress to herself and her family.,0.5
common_voice_en_19573613.mp3,Moreland Hills is primarily served by the Orange City School System.,0.5
common_voice_en_21139290.mp3,The Elands River runs through the town.,0.5
common_voice_en_21139522.mp3,They added that she was too young for a step like it.,0.5
common_voice_en_21139536.mp3,The road has either two or three lanes each way.,0.5
common_voice_en_21181950.mp3,Most issues are centered on a different city or state.,0.5
common_voice_en_21182883.mp3,The film was very popular at the box office.,0.5
common_voice_en_21185354.mp3,They have also been sampled several times.,0.5
common_voice_en_21185436.mp3,"Thus, being a war correspondent is often considered the most dangerous form of journalism.",0.5
common_voice_en_21185574.mp3,The seat sits to the south of the River Forth.,0.5
common_voice_en_21185615.mp3,"Blinder was born to a Jewish family in Brooklyn, New York.",0.5
common_voice_en_21203431.mp3,The song also alludes to Barry White.,0.5
common_voice_en_21207748.mp3,The show was not picked up for series.,0.5
common_voice_en_21208047.mp3,There is a large training area and a pavilion.,0.5
common_voice_en_21208405.mp3,The town is named for Wellington R. Burt.,0.5
common_voice_en_21230337.mp3,His family later moved to the village of Athea.,0.5
common_voice_en_21230374.mp3,Its seat is located in the city of Sala.,0.5
common_voice_en_22443831.mp3,"Warrior Day, a yearly town festival, is held each year in early autumn.",0.4444444444444444
common_voice_en_20305488.mp3,The reconstructed Erie Canal follows the Oneida River along the north town line.,0.42857142857142855
common_voice_en_19717530.mp3,"The town was named for Sir Philip Sidney, an English author.",0.42857142857142855
common_voice_en_20996256.mp3,"When he attended Florida Southern College, he was a member of the golf team.",0.42857142857142855
common_voice_en_20999596.mp3,Kim Sozzi later left the group to pursue her solo career.,0.42857142857142855
common_voice_en_19744214.mp3,Robinson played wide receiver at the University of South Carolina.,0.42857142857142855
common_voice_en_19692695.mp3,The village of Bungwahl is located on the northern shore of Myall Lake.,0.42857142857142855
common_voice_en_19692969.mp3,Barmulloch also included the High rise development at Red Road.,0.42857142857142855
common_voice_en_23893831.mp3,He has lived in Nashville and Salt Lake City during his football career.,0.42857142857142855
common_voice_en_19852732.mp3,The University shares the campus with James A. Rhodes State College.,0.42857142857142855
common_voice_en_19853461.mp3,Northpointe Academy is a charter school located in Highland Park.,0.42857142857142855
common_voice_en_20168221.mp3,"Khemri was originally called Nehekhara, of which Khemri was a major city.",0.42857142857142855
common_voice_en_25640002.mp3,The local secular elementary school is Delhi Public School.,0.42857142857142855
common_voice_en_25640027.mp3,Water from the Condamine River is used for town water supply and for irrigation.,0.42857142857142855
common_voice_en_27871089.mp3,He played drums for a band called Shane MacGowan and The Popes.,0.42857142857142855
common_voice_en_18884771.mp3,Cottingham station was built close to and east of the village centre.,0.42857142857142855
common_voice_en_18890722.mp3,Lake Bridgeport is named for a lake on whose shore the city sits.,0.42857142857142855
common_voice_en_18890734.mp3,"It is a popular river for fishing, containing large populations of tigerfish and bream.",0.42857142857142855
common_voice_en_18909323.mp3,Saint Hilda's College was named after Saint Hilda of Whitby.,0.42857142857142855
common_voice_en_18967269.mp3,District Administrators work with local authories in their respective districts.,0.42857142857142855
common_voice_en_18985449.mp3,"Hancock was born in the Bronx, New York City and raised in Westchester.",0.42857142857142855
common_voice_en_19547545.mp3,Design Group to create statues of some of the children of local leaders.,0.42857142857142855
common_voice_en_19551002.mp3,"The city was named after Lamoni, a king mentioned in the Book of Mormon.",0.42857142857142855
common_voice_en_21139267.mp3,It was based at National Railway Museum Shildon in County Durham.,0.42857142857142855
common_voice_en_21162445.mp3,Taft Southwest is served by the Taft Independent School District.,0.42857142857142855
common_voice_en_21208406.mp3,"As well, she founded the Vancouver-based world music group, Silk Road Music.",0.42857142857142855
common_voice_en_19730835.mp3,"At the time the film was made, the source novel by Fogle was unpublished.",0.4
common_voice_en_141410.mp3,Two young children Bounce on a short trampoline.,0.4
common_voice_en_22708436.mp3,It is located in the southern corner of the Town Of Poughkeepsie.,0.4
common_voice_en_18977856.mp3,It received widespread acclaim from music critics.,0.4
common_voice_en_20029444.mp3,Homer goes to his relatively large house pretending to be a reporter.,0.4
common_voice_en_20029448.mp3,"There is, however, evidence that people lived here during much earlier times.",0.4
common_voice_en_22214351.mp3,The village is at the northwestern corner of the town of Barton.,0.4
common_voice_en_22749675.mp3,Howgill was married first to a woman named Dorothy.,0.4
common_voice_en_24908848.mp3,"The community took its name from Nashoba County, Choctaw Nation.",0.4
common_voice_en_25040768.mp3,"Under government pressure, ""The Masses"" had shut down.",0.4
common_voice_en_27292631.mp3,"They were originally a girl group, with one male member being added afterwards.",0.4
common_voice_en_27292838.mp3,He and his siblings graduated from Stillwater High School.,0.4
common_voice_en_19946524.mp3,The Waipa's main tributary is the Puniu River.,0.4
common_voice_en_19946704.mp3,Melling and Spurr played together in the group MotherJohn.,0.4
common_voice_en_27637680.mp3,Members of this family can either be terrestrial or aquatic as adults.,0.4
common_voice_en_27637824.mp3,The group contested local elections unsuccessfully.,0.4
common_voice_en_20999500.mp3,It is located within the Cheyenne River Indian Reservation.,0.4
common_voice_en_20999721.mp3,He presented gallery showings across the United States.,0.4
common_voice_en_30645474.mp3,The book received mildly positive reviews.,0.4
common_voice_en_30645552.mp3,She also claimed that he had assaulted other students in her high school.,0.4
common_voice_en_19693414.mp3,A small number of exiles arrived that fall.,0.4
common_voice_en_18714489.mp3,"Among other roles, he played Pooh-Bah in ""The Mikado"".",0.4
common_voice_en_18714576.mp3,The park borders the Wayne National Forest and the Sunday Creek State Wildlife Area.,0.4
common_voice_en_18714913.mp3,The first public performance of the song was at Duncan's funeral.,0.4
common_voice_en_18714931.mp3,It is located southwest of Bordeaux on the Garonne river.,0.4
common_voice_en_18714951.mp3,The industrial area contains a major rail hub.,0.4
common_voice_en_27284825.mp3,The series presents the characters interacting at work and outside of it.,0.4
common_voice_en_25380179.mp3,The school facility is located in Little Falls Township.,0.4
common_voice_en_25380228.mp3,The college is a registered charity under English law.,0.4
common_voice_en_23893584.mp3,P-Funk's effect on modern popular music is immense.,0.4
common_voice_en_23893664.mp3,"However, small steam engines were much less efficient than large ones.",0.4
common_voice_en_23893768.mp3,Butler County in eastern Nebraska was named for him.,0.4
common_voice_en_23893815.mp3,Her family background inspired Lewis in her later work.,0.4
common_voice_en_23893818.mp3,They also have competitive seasons both first and second semester of the school year.,0.4
common_voice_en_23912035.mp3,The trees form canopy and shade the area.,0.4
common_voice_en_19852744.mp3,"Following World War One, Maine Central began retracting.",0.4
common_voice_en_19852835.mp3,Vagrancy laws were included in these Black Codes.,0.4
common_voice_en_19853816.mp3,The Act is administered by the Kaieteur National Park Commission.,0.4
common_voice_en_19867624.mp3,The district is crossed by the Chao Phraya River.,0.4
common_voice_en_19867908.mp3,Pepito left to form Reign Supreme.,0.4
common_voice_en_20031375.mp3,"Following along the route is the small, but quaint village of Old Brampton.",0.4
common_voice_en_22758592.mp3,Chauvigny is located east of Poitiers by rail.,0.4
common_voice_en_22758688.mp3,"Her father was John Hill, a Commissioner of the Navy.",0.4
common_voice_en_25640062.mp3,Troughton was popular with both the production team and his co-stars.,0.4
common_voice_en_25640597.mp3,"A hooker, he was also a former captain of the France national team.",0.4
common_voice_en_27870790.mp3,A priestess of the cult of Laodice was named in each city.,0.4
common_voice_en_27871208.mp3,The disease occurs equally at all times of the year.,0.4
common_voice_en_27871240.mp3,"Tragically, four of these people died of smallpox before returning home.",0.4
common_voice_en_27871451.mp3,"Despite these difficulties, this novel has received a large amount of critical attention.",0.4
common_voice_en_28853082.mp3,"In the English Civil War, Lichfield was divided.",0.4
common_voice_en_18884149.mp3,Early home automation began with labor-saving machines.,0.4
common_voice_en_18884164.mp3,It is a quiet community with religion being the centre of life.,0.4
common_voice_en_18884664.mp3,Most of the family members lie within the latter orbital distance.,0.4
common_voice_en_18884767.mp3,The village is in the district and parliamentary constituency of Braintree.,0.4
common_voice_en_18884780.mp3,Only main draw singles matches are included here.,0.4
common_voice_en_18893478.mp3,The town is the county seat of Parke County.,0.4
common_voice_en_18893522.mp3,It is adjacent to Stonewall Resort State Park.,0.4
common_voice_en_18893566.mp3,"On only one track, ""If I Should Fail"", do all six group members appear.",0.4
common_voice_en_18893953.mp3,This order is considered a family under the Smith classification.,0.4
common_voice_en_18909353.mp3,"The county government was moved to Newtown, which later became known as Greensburg.",0.4
common_voice_en_18935244.mp3,Some lasted several years and appeared in subsequent series.,0.4
common_voice_en_18935305.mp3,"In Canada, the album was released through Universal Music.",0.4
common_voice_en_18963317.mp3,Its western boundary is the State of West Virginia.,0.4
common_voice_en_18963330.mp3,"It was named after Preston, England, the former home of an early settler.",0.4
common_voice_en_18967271.mp3,"Doctor John Mackenzie, was the first club president.",0.4
common_voice_en_19005143.mp3,In that year the town was laid out by Lewis L. Dunlap.,0.4
common_voice_en_19547364.mp3,"He was married, and had a daughter, Pauline, who was named after Morphy.",0.4
common_voice_en_19547411.mp3,There were Civilian settlements adjacent along the south and the east.,0.4
common_voice_en_19547421.mp3,It obtained federal and city landmark status in that same year.,0.4
common_voice_en_19547460.mp3,Las Lomas is served by the Rio Grande City Consolidated Independent School District.,0.4
common_voice_en_19547858.mp3,Pickhaver performed in plays at school and at university.,0.4
common_voice_en_19552446.mp3,"He lives in New York City and Petrolia, California.",0.4
common_voice_en_19562762.mp3,Daejeon Metropolitan City Hall is also located there.,0.4
common_voice_en_19568047.mp3,"The university moved first to Yunnan, and later to North Guangdong.",0.4
common_voice_en_21139193.mp3,"The community has the name of Samuel B. Dresser, an early settler.",0.4
common_voice_en_21139210.mp3,Overland Park is also home to a relatively small Muslim population.,0.4
common_voice_en_21139233.mp3,The ages progressively decrease from east to west.,0.4
common_voice_en_21139294.mp3,He had invited young Korean aristocrats to his school.,0.4
common_voice_en_21139299.mp3,The school was known to have high admission requirements and able pupils.,0.4
common_voice_en_21139300.mp3,The school also has many clubs and community outreach programs.,0.4
common_voice_en_21139523.mp3,Franklin is the third largest town in Franklin County.,0.4
common_voice_en_21139526.mp3,The tips of the long tail feathers are white.,0.4
common_voice_en_21160035.mp3,The school even fielded a six-man football team.,0.4
common_voice_en_21162436.mp3,The road heads south before it curves to the southeast.,0.4
common_voice_en_21183009.mp3,The Redes Natural Park is located nearby.,0.4
common_voice_en_21206741.mp3,Ended up each song turned into one long jam.,0.4
common_voice_en_21208398.mp3,"Because it can never be destroyed, it is sometimes called ""The Eternal City"".",0.4
common_voice_en_21208416.mp3,He left the club at the end of the season and retired from football.,0.4
common_voice_en_21209835.mp3,Congressman and also served in the North Carolina Senate.,0.4
common_voice_en_21210008.mp3,The city traffic becomes more and more congested each year pass.,0.4
common_voice_en_19751562.mp3,The District Munsiff Court and Judicial Magistrate Court are located in the town.,0.375
common_voice_en_19974715.mp3,"Nowadays, the station serves Queens Road Market and Green Street.",0.375
common_voice_en_19616205.mp3,Throughout the year the residence halls participate in competitions and various community service activities.,0.375
common_voice_en_26997529.mp3,He has played for the South Sydney Rabbitohs in the National Rugby League competition.,0.375
common_voice_en_23893312.mp3,Historically the Nogat River divides East Prussia and West Prussia.,0.375
common_voice_en_26985611.mp3,Membership was based almost wholly in large metropolitan areas and on college campuses.,0.375
common_voice_en_26986027.mp3,"Whilst residing in Germany, McCarthy was a member of a band called Kamerakino.",0.375
common_voice_en_19519470.mp3,"""The Cross"" is a local booklet produced monthly by the Anglican church.",0.375
common_voice_en_20999728.mp3,"The Patuca River was featured in the Douglas Preston book ""The Codex"".",0.375
common_voice_en_30645566.mp3,Schmitz served on the Scott County Soil and Conservation District Board.,0.375
common_voice_en_18715606.mp3,"Popular recreational activities in the park include bushwalking, abseiling and gliding.",0.375
common_voice_en_25354175.mp3,"The team colours remained the same throughout; black, gold, red and white.",0.375
common_voice_en_21493994.mp3,"A comparable number of families also moved to Australia, Canada, and the United States.",0.375
common_voice_en_21494108.mp3,Sections of South Kansas City and some Kansas suburbs are also served by Surewest.,0.375
common_voice_en_22758695.mp3,The local school district supports the E. Taylor Hatton Elementary School.,0.375
common_voice_en_25641111.mp3,"Friedman's is a popular work based on much personal research, travel, conversation, and reflection.",0.375
common_voice_en_19547378.mp3,"McQuinn was born in Arlington, Virginia and attended Washington-Lee High School.",0.375
common_voice_en_19553004.mp3,The United States Postal Service operates the Valentine Post Office.,0.375
common_voice_en_21139232.mp3,He previously played for Suntory Sungoliath and the Japan national rugby union team.,0.375
common_voice_en_21182075.mp3,"Whitacre states that the first work that he sang, Mozart's ""Requiem"", changed his life.",0.375
common_voice_en_21185414.mp3,Welk licensed the Ranwood catalog to Concord Music Group for ten years.,0.375
common_voice_en_19547522.mp3,"Gartner clients include large corporations, government agencies, technology companies and the investment community.",0.36363636363636365
common_voice_en_20661767.mp3,The saying originated from early film studios' silent films.,0.3333333333333333
common_voice_en_26792070.mp3,"Quick, somebody get a phone book.",0.3333333333333333
common_voice_en_26350166.mp3,The town lies north of Bournemouth and north of Poole.,0.3333333333333333
common_voice_en_26350170.mp3,"This was also the year they recorded their debut album, ""Surviving the Quiet"".",0.3333333333333333
common_voice_en_20288434.mp3,The latter form is more common and practically amounts to challenge-response authentication.,0.3333333333333333
common_voice_en_31289611.mp3,The road curves to the northeast and enters Smith County.,0.3333333333333333
common_voice_en_31289613.mp3,The game remained close to the very end.,0.3333333333333333
common_voice_en_23870222.mp3,"James Stephens was born in Mount Kisco, New York.",0.3333333333333333
common_voice_en_23870224.mp3,Plans were made to move the school to yet another site.,0.3333333333333333
common_voice_en_23566568.mp3,"Wendy Richard took time off filming for ""EastEnders"" to film.",0.3333333333333333
common_voice_en_19730725.mp3,"Bauer is her married name, from her first husband.",0.3333333333333333
common_voice_en_26997487.mp3,"Original helicopter ""classes"" were based on the engine size.",0.3333333333333333
common_voice_en_26997522.mp3,It neighbours Karepa in the east.,0.3333333333333333
common_voice_en_26997524.mp3,"Because of this, they are sometimes called ""House Amish"".",0.3333333333333333
common_voice_en_23767403.mp3,He was married to Victoria Reich.,0.3333333333333333
common_voice_en_141412.mp3,A woman in a sari is talking to a man in a white shirt.,0.3333333333333333
common_voice_en_141416.mp3,A large crowd of people stand at the start line of a race.,0.3333333333333333
common_voice_en_23893310.mp3,This area also has a Television Channel named as Araniko Television.,0.3333333333333333
common_voice_en_19699944.mp3,"The population centers were, however, all located in the flat plains of the north.",0.3333333333333333
common_voice_en_24569282.mp3,The number often identifies one who is persecuted.,0.3333333333333333
common_voice_en_24569314.mp3,"The area had developed along the Kidderminster and Birmingham Road, which had been turnpiked.",0.3333333333333333
common_voice_en_22708417.mp3,He is currently married to Laura Cole.,0.3333333333333333
common_voice_en_22708461.mp3,"Unlike the original Megatrain concept, this service is available seven days a week.",0.3333333333333333
common_voice_en_22708464.mp3,She married Sipopa Lutangu.,0.3333333333333333
common_voice_en_18977859.mp3,Forestville Mystery Cave State Park is nearby.,0.3333333333333333
common_voice_en_19717534.mp3,The family money actually came from wizardry.,0.3333333333333333
common_voice_en_19717575.mp3,This also was enforced in many of the work positions.,0.3333333333333333
common_voice_en_19717654.mp3,"Allison was born and raised in Columbia, South Carolina.",0.3333333333333333
common_voice_en_20029451.mp3,It is the fourth largest river in the world by discharge volume of water.,0.3333333333333333
common_voice_en_20029485.mp3,"The town has been coined as ""Little Poland"" by a local shopkeeper.",0.3333333333333333
common_voice_en_22443881.mp3,He is recognized as such by the state of Alabama.,0.3333333333333333
common_voice_en_22443953.mp3,Abell died in Copenhagen.,0.3333333333333333
common_voice_en_20049288.mp3,He was the Distinguished Research Professor in the Department of Biology at York University.,0.3333333333333333
common_voice_en_20049352.mp3,Kun chose life.,0.3333333333333333
common_voice_en_22214266.mp3,His father was manager of the local Lands Department office.,0.3333333333333333
common_voice_en_22214336.mp3,The company stock is traded on the New York Stock Exchange.,0.3333333333333333
common_voice_en_22214348.mp3,The term is now used mainly to discuss music of the past.,0.3333333333333333
common_voice_en_22214352.mp3,There were six main Chinese concentrations.,0.3333333333333333
common_voice_en_22749662.mp3,It is set in the key of E major.,0.3333333333333333
common_voice_en_22749677.mp3,Today there is a very limited late evening service provided by South West Trains.,0.3333333333333333
