filename,text
female2_concerned_15a_1.txt,I know how frustrating it can be.
female2_concerned_5a_1.txt,The lord swims in the sea.
female2_encouraging_10a_1.txt,Water harms the new born boy.
female2_encouraging_15a_1.txt,You should be proud of yourself!
female2_encouraging_5a_1.txt,The lord swims in the sea.
female2_excited_10a_1.txt,Water harms the new born boy.
female2_excited_15a_1.txt,Sound the horn if you need more.
female2_excited_5a_1.txt,The lord swims in the sea.
female2_happy_10a_1.txt,Water harms the new born boy.
female2_happy_15a_1.txt,Sound the horn if you need more.
female2_happy_5a_1.txt,The lord swims in the sea.
female2_neutral_10a_1.txt,Water harms the new born boy.
female2_neutral_15a_1.txt,Sound the horn if you need more.
female2_neutral_5a_1.txt,The lord swims in the sea.
female2_sad_10a_1.txt,Water harms the new born boy.
female2_sad_15a_1.txt,Sound the horn if you need more.
female2_sad_5a_1.txt,The lord swims in the sea.
male1_angry_10a_1.txt,Water harms the new born boy.
male1_angry_15a_1.txt,Sound the horn if you need more.
male1_angry_5a_1.txt,The lord swims in the sea.
male1_anxious_10a_1.txt,Water harms the new born boy.
male1_anxious_15a_1.txt,I am not sure how severe the wound is!
male1_anxious_5a_1.txt,The lord swims in the sea.
male1_apologetic_10a_1.txt,Water harms the new born boy.
male1_apologetic_15a_1.txt,"Forgive me, but I must leave now"
male1_apologetic_5a_1.txt,The lord swims in the sea.
male1_assertive_10a_1.txt,Water harms the new born boy.
male1_assertive_15a_1.txt,I will think about it and get back to you.
male1_assertive_5a_1.txt,The lord swims in the sea.
male1_concerned_10a_1.txt,Water harms the new born boy.
male1_concerned_15a_1.txt,I know how frustrating it can be.
male1_concerned_5a_1.txt,The lord swims in the sea.
male1_encouraging_10a_1.txt,Water harms the new born boy.
male1_encouraging_15a_1.txt,You should be proud of yourself!
male1_encouraging_5a_1.txt,The lord swims in the sea.
male1_excited_10a_1.txt,Water harms the new born boy.
male1_excited_15a_1.txt,Sound the horn if you need more.
male1_excited_5a_1.txt,The lord swims in the sea.
male1_happy_10a_1.txt,Water harms the new born boy.
male1_happy_15a_1.txt,Sound the horn if you need more.
male1_happy_5a_1.txt,The lord swims in the sea.
male1_neutral_10a_1.txt,Water harms the new born boy.
male1_neutral_15a_1.txt,Sound the horn if you need more.
male1_neutral_5a_1.txt,The lord swims in the sea.
male1_sad_10a_1.txt,Water harms the new born boy.
male1_sad_15a_1.txt,Sound the horn if you need more.
male1_sad_5a_1.txt,The lord swims in the sea.
male2_angry_10a_1.txt,Water harms the new born boy.
male2_angry_15a_1.txt,Sound the horn if you need more.
male2_angry_5a_1.txt,The lord swims in the sea.
male2_anxious_10a_1.txt,Water harms the new born boy.
male2_anxious_15a_1.txt,I am not sure how severe the wound is!
male2_anxious_5a_1.txt,The lord swims in the sea.
male2_apologetic_10a_1.txt,Water harms the new born boy.
male2_apologetic_15a_1.txt,"Forgive me, but I must leave now"
male2_apologetic_5a_1.txt,The lord swims in the sea.
male2_assertive_10a_1.txt,Water harms the new born boy.
male2_assertive_15a_1.txt,I will think about it and get back to you.
male2_assertive_5a_1.txt,The lord swims in the sea.
male2_concerned_10a_1.txt,Water harms the new born boy.
male2_concerned_15a_1.txt,I know how frustrating it can be.
male2_concerned_5a_1.txt,The lord swims in the sea.
male2_encouraging_10a_1.txt,Water harms the new born boy.
male2_encouraging_15a_1.txt,You should be proud of yourself!
male2_encouraging_5a_1.txt,The lord swims in the sea.
male2_excited_10a_1.txt,Water harms the new born boy.
male2_excited_15a_1.txt,Sound the horn if you need more.
male2_excited_5a_1.txt,The lord swims in the sea.
male2_happy_10a_1.txt,Water harms the new born boy.
male2_happy_15a_1.txt,Sound the horn if you need more.
male2_happy_5a_1.txt,The lord swims in the sea.
male2_neutral_10a_1.txt,Water harms the new born boy.
male2_neutral_15a_1.txt,Sound the horn if you need more.
male2_neutral_5a_1.txt,The lord swims in the sea.
male2_sad_10a_1.txt,Water harms the new born boy.
male2_sad_15a_1.txt,Sound the horn if you need more.
male2_sad_5a_1.txt,The lord swims in the sea.
